emotion,layer,overlap_cosine,parallel_fraction,full_sycophancy,orthogonal_sycophancy,full_emotion,orthogonal_emotion,sycophancy_reduction,emotion_preservation
miserable,27,-0.049927723,0.0024927768,-2.2673786997795107,-1.008569324016571,10.44598388671875,10.25884780883789,1.2588093757629397,0.9820853564479658
hateful,20,-0.11198482,0.012540602,-1.4644471287727356,-0.12375852651894093,11.092926692962646,10.994438791275025,1.3406886022537947,0.9911215584116226
hateful,21,-0.11198482,0.012540602,-1.514473706483841,-0.08074836740270257,10.77145676612854,10.691440439224243,1.4337253390811384,0.9925714479813061
hateful,22,-0.11198482,0.012540602,-1.7286850035190582,-0.2521503422409296,10.55739631652832,10.461747694015504,1.4765346612781287,0.9909401314826959
hateful,23,-0.11198482,0.012540602,-2.3141348600387572,-0.6713588327169419,10.936465883255005,10.779120683670044,1.6427760273218155,0.9856127929017842
hateful,24,-0.11198482,0.012540602,-2.4300949454307554,-0.6480713926255703,11.557146406173706,11.412772417068481,1.782023552805185,0.9875078168925764
hateful,25,-0.11198482,0.012540602,-2.8988379716873167,-0.9500847920775414,11.727760601043702,11.562956762313842,1.9487531796097755,0.9859475440933546
hateful,26,-0.11198482,0.012540602,-3.237063992023468,-1.1918889984488488,11.88423113822937,11.74728512763977,2.0451749935746193,0.9884766621418974
hateful,27,-0.11198482,0.012540602,-6.330566358566284,-3.560558784008026,12.60198073387146,12.098500537872315,2.7700075745582584,0.9600475348572866
tormented,20,-0.15308505,0.023435038,-1.842344629764557,-0.031149210780858992,11.353413343429565,11.180088567733765,1.8111954189836978,0.9847336857689493
