emotion,condition,layer,overlap_cosine,parallel_fraction,mean_delta_sycophancy_projection,mean_delta_emotion_projection
furious,full,30,-0.036188956,0.001309641,-0.0978661498054862,4.576961588859558
furious,full,31,-0.036188956,0.001309641,-0.08133797822520136,4.458857131004334
furious,full,32,-0.036188956,0.001309641,-0.051382672227919104,4.4572137832641605
furious,full,33,-0.036188956,0.001309641,-0.011869588308036328,4.451213145256043
furious,full,34,-0.036188956,0.001309641,-0.0829630421474576,4.371738076210022
furious,full,35,-0.036188956,0.001309641,-0.006703720055520534,4.256203007698059
furious,full,36,-0.036188956,0.001309641,0.06857017427682877,4.138585245609283
furious,full,37,-0.036188956,0.001309641,0.043732472136616705,4.040620124340057
furious,full,38,-0.036188956,0.001309641,-0.0006562474183738232,3.566399574279785
furious,full,39,-0.036188956,0.001309641,-4.843826562166214,23.748515319824218
furious,orthogonal_matched,22,-0.036188956,0.001309641,-0.008588057430461048,5.818331384658814
furious,orthogonal_matched,23,-0.036188956,0.001309641,-0.023470356361940503,5.482226228713989
furious,orthogonal_matched,24,-0.036188956,0.001309641,0.008389036497101187,5.281307792663574
furious,orthogonal_matched,25,-0.036188956,0.001309641,0.009735450614243746,5.096824073791504
furious,orthogonal_matched,26,-0.036188956,0.001309641,0.04015250857919454,4.959417247772217
furious,orthogonal_matched,27,-0.036188956,0.001309641,0.02233868408948183,4.81333327293396
furious,orthogonal_matched,28,-0.036188956,0.001309641,0.04210836971178651,4.714896774291992
furious,orthogonal_matched,29,-0.036188956,0.001309641,0.04252990838140249,4.614771938323974
furious,orthogonal_matched,30,-0.036188956,0.001309641,0.10787308737635612,4.582606339454651
furious,orthogonal_matched,31,-0.036188956,0.001309641,0.12345383651554584,4.467623066902161
furious,orthogonal_matched,32,-0.036188956,0.001309641,0.1616223379969597,4.468502330780029
furious,orthogonal_matched,33,-0.036188956,0.001309641,0.20782605633139611,4.465453696250916
furious,orthogonal_matched,34,-0.036188956,0.001309641,0.13913004845380783,4.381629586219788
furious,orthogonal_matched,35,-0.036188956,0.001309641,0.22710515931248665,4.27238655090332
furious,orthogonal_matched,36,-0.036188956,0.001309641,0.3057886458933353,4.15195461511612
furious,orthogonal_matched,37,-0.036188956,0.001309641,0.31608371883630754,4.055050921440125
furious,orthogonal_matched,38,-0.036188956,0.001309641,0.27551244078204035,3.5750671863555907
furious,orthogonal_matched,39,-0.036188956,0.001309641,-2.5277147740125656,23.835028648376465
hurt,full,22,-0.00303505,9.211348e-06,-0.005157737247645855,3.4367952823638914
hurt,full,23,-0.00303505,9.211348e-06,-0.0015760802663862706,3.2260496020317078
hurt,full,24,-0.00303505,9.211348e-06,-0.015190414153039455,3.1039977431297303
hurt,full,25,-0.00303505,9.211348e-06,-0.025688851438462734,2.985494387149811
hurt,full,26,-0.00303505,9.211348e-06,-0.02753425925038755,2.9141195893287657
hurt,full,27,-0.00303505,9.211348e-06,-0.012032907363027335,2.8274569511413574
hurt,full,28,-0.00303505,9.211348e-06,0.0039183312561362985,2.7818920850753783
hurt,full,29,-0.00303505,9.211348e-06,-0.006930365739390254,2.7236090779304503
hurt,full,30,-0.00303505,9.211348e-06,-0.04382299622520804,2.715337097644806
hurt,full,31,-0.00303505,9.211348e-06,-0.05352054596878588,2.661746346950531
hurt,full,32,-0.00303505,9.211348e-06,-0.10908814985305071,2.6925378322601317
hurt,full,33,-0.00303505,9.211348e-06,-0.17751202769577504,2.6999695539474486
hurt,full,34,-0.00303505,9.211348e-06,-0.1384646100923419,2.7442481875419618
hurt,full,35,-0.00303505,9.211348e-06,-0.1759249961003661,2.71643385887146
hurt,full,36,-0.00303505,9.211348e-06,-0.17545039895921946,2.643544864654541
hurt,full,37,-0.00303505,9.211348e-06,-0.2729025872424245,2.6236966848373413
hurt,full,38,-0.00303505,9.211348e-06,-0.274428790807724,2.3487483739852903
hurt,full,39,-0.00303505,9.211348e-06,-1.0671941116452217,17.3700572013855
hurt,orthogonal_matched,22,-0.00303505,9.211348e-06,0.005333711020648479,3.436895287036896
hurt,orthogonal_matched,23,-0.00303505,9.211348e-06,0.008686494175344705,3.226142740249634
hurt,orthogonal_matched,24,-0.00303505,9.211348e-06,-0.005124610848724842,3.1040950536727907
hurt,orthogonal_matched,25,-0.00303505,9.211348e-06,-0.015347320586442947,2.9856102228164674
hurt,orthogonal_matched,26,-0.00303505,9.211348e-06,-0.017300509940832855,2.914103364944458
hurt,orthogonal_matched,27,-0.00303505,9.211348e-06,-0.0018871746957302093,2.8274142742156982
hurt,orthogonal_matched,28,-0.00303505,9.211348e-06,0.013945734594017267,2.78191020488739
hurt,orthogonal_matched,29,-0.00303505,9.211348e-06,0.0029700806364417074,2.7236297845840456
hurt,orthogonal_matched,30,-0.00303505,9.211348e-06,-0.033521627401933075,2.715412127971649
hurt,orthogonal_matched,31,-0.00303505,9.211348e-06,-0.04318892215378582,2.661995494365692
hurt,orthogonal_matched,32,-0.00303505,9.211348e-06,-0.09808220714330673,2.692452275753021
hurt,orthogonal_matched,33,-0.00303505,9.211348e-06,-0.16593706831336022,2.699724042415619
hurt,orthogonal_matched,34,-0.00303505,9.211348e-06,-0.12638433296233414,2.744217574596405
hurt,orthogonal_matched,35,-0.00303505,9.211348e-06,-0.16429567970335485,2.7160722851753234
hurt,orthogonal_matched,36,-0.00303505,9.211348e-06,-0.16428610421717166,2.642989122867584
hurt,orthogonal_matched,37,-0.00303505,9.211348e-06,-0.2595737281255424,2.622466492652893
hurt,orthogonal_matched,38,-0.00303505,9.211348e-06,-0.26267859898507595,2.344707119464874
hurt,orthogonal_matched,39,-0.00303505,9.211348e-06,-0.9077861525118351,17.326548862457276
miserable,full,22,-0.06693302,0.0044800276,-0.21986624747514724,2.9635403513908387
miserable,full,23,-0.06693302,0.0044800276,-0.2135416179895401,2.8262166380882263
miserable,full,24,-0.06693302,0.0044800276,-0.23242776915431024,2.7416643500328064
miserable,full,25,-0.06693302,0.0044800276,-0.27428288459777833,2.679549765586853
miserable,full,26,-0.06693302,0.0044800276,-0.28320956528186797,2.6278910279273986
miserable,full,27,-0.06693302,0.0044800276,-0.27444800138473513,2.5620724320411683
miserable,full,28,-0.06693302,0.0044800276,-0.25530748888850213,2.5202815532684326
miserable,full,29,-0.06693302,0.0044800276,-0.25968592464923856,2.4654945373535155
miserable,full,30,-0.06693302,0.0044800276,-0.25652447044849397,2.458345723152161
miserable,full,31,-0.06693302,0.0044800276,-0.2509774476289749,2.4481019139289857
miserable,full,32,-0.06693302,0.0044800276,-0.24851240143179892,2.5061119318008425
miserable,full,33,-0.06693302,0.0044800276,-0.250969422608614,2.5207493543624877
miserable,full,34,-0.06693302,0.0044800276,-0.29080322086811067,2.574941122531891
miserable,full,35,-0.06693302,0.0044800276,-0.3462212659418583,2.592893421649933
miserable,full,36,-0.06693302,0.0044800276,-0.40099604725837706,2.5999645829200744
miserable,full,37,-0.06693302,0.0044800276,-0.5172644779086113,2.713380587100983
miserable,full,38,-0.06693302,0.0044800276,-0.45792253166437147,2.441061460971832
miserable,full,39,-0.06693302,0.0044800276,-4.483637994527816,19.504115962982176
miserable,orthogonal_matched,22,-0.06693302,0.0044800276,-0.017333896830677986,2.9557342767715453
miserable,orthogonal_matched,23,-0.06693302,0.0044800276,-0.01664056722074747,2.8210113048553467
miserable,orthogonal_matched,24,-0.06693302,0.0044800276,-0.038004369800910355,2.735779917240143
miserable,orthogonal_matched,25,-0.06693302,0.0044800276,-0.07688611913472414,2.672972786426544
miserable,orthogonal_matched,26,-0.06693302,0.0044800276,-0.08869260642677546,2.620845651626587
miserable,orthogonal_matched,27,-0.06693302,0.0044800276,-0.08140430394560098,2.5548980951309206
miserable,orthogonal_matched,28,-0.06693302,0.0044800276,-0.06240693354047835,2.513708257675171
miserable,orthogonal_matched,29,-0.06693302,0.0044800276,-0.06830531749874354,2.4591217756271364
miserable,orthogonal_matched,30,-0.06693302,0.0044800276,-0.05932366894558072,2.4490827918052673
miserable,orthogonal_matched,31,-0.06693302,0.0044800276,-0.05521084768697619,2.4395758390426634
miserable,orthogonal_matched,32,-0.06693302,0.0044800276,-0.04477921286597848,2.4966562032699584
miserable,orthogonal_matched,33,-0.06693302,0.0044800276,-0.04038819009438157,2.509571385383606
miserable,orthogonal_matched,34,-0.06693302,0.0044800276,-0.07893246477469802,2.5649407505989075
miserable,orthogonal_matched,35,-0.06693302,0.0044800276,-0.12632624637335538,2.5827564716339113
miserable,orthogonal_matched,36,-0.06693302,0.0044800276,-0.1776387445628643,2.589926910400391
miserable,orthogonal_matched,37,-0.06693302,0.0044800276,-0.2609423715621233,2.6958914399147034
miserable,orthogonal_matched,38,-0.06693302,0.0044800276,-0.1997868150472641,2.425814664363861
miserable,orthogonal_matched,39,-0.06693302,0.0044800276,-2.3301633924245833,19.234518337249757
hateful,full,22,-0.039943203,0.0015954596,-0.15199245885014534,3.313528907299042
hateful,full,23,-0.039943203,0.0015954596,-0.1511378474533558,3.1762737154960634
hateful,full,24,-0.039943203,0.0015954596,-0.1631330780684948,3.065219759941101
hateful,full,25,-0.039943203,0.0015954596,-0.2030826672911644,2.991917586326599
hateful,full,26,-0.039943203,0.0015954596,-0.20779428854584694,2.9195548415184023
hateful,full,27,-0.039943203,0.0015954596,-0.20170387104153634,2.8404505133628843
hateful,full,28,-0.039943203,0.0015954596,-0.22528605088591575,2.7983293771743774
hateful,full,29,-0.039943203,0.0015954596,-0.24371548518538474,2.7463953733444213
hateful,full,30,-0.039943203,0.0015954596,-0.2657786451280117,2.7614619731903076
hateful,full,31,-0.039943203,0.0015954596,-0.2617423333227634,2.748494017124176
hateful,full,32,-0.039943203,0.0015954596,-0.29941420182585715,2.8122431874275207
hateful,full,33,-0.039943203,0.0015954596,-0.3167930170893669,2.8562888741493224
hateful,full,34,-0.039943203,0.0015954596,-0.3335445560514927,2.876969611644745
hateful,full,35,-0.039943203,0.0015954596,-0.39348176419734954,2.893152964115143
hateful,full,36,-0.039943203,0.0015954596,-0.4497402310371399,2.9168295741081236
hateful,full,37,-0.039943203,0.0015954596,-0.4705507904291153,2.935578966140747
hateful,full,38,-0.039943203,0.0015954596,-0.51433774381876,2.6816124320030212
hateful,full,39,-0.039943203,0.0015954596,-6.5516751408576965,20.856715202331543
hateful,orthogonal_matched,22,-0.039943203,0.0015954596,-0.014902457781136035,3.311897945404053
hateful,orthogonal_matched,23,-0.039943203,0.0015954596,-0.017246842663735152,3.1761268973350525
hateful,orthogonal_matched,24,-0.039943203,0.0015954596,-0.030835783295333385,3.0642711400985716
hateful,orthogonal_matched,25,-0.039943203,0.0015954596,-0.0693017052486539,2.9901668548583986
hateful,orthogonal_matched,26,-0.039943203,0.0015954596,-0.0758323548361659,2.9168644309043885
hateful,orthogonal_matched,27,-0.039943203,0.0015954596,-0.07073845695704221,2.8378745913505554
hateful,orthogonal_matched,28,-0.039943203,0.0015954596,-0.09514143522828818,2.795188081264496
hateful,orthogonal_matched,29,-0.039943203,0.0015954596,-0.11483581569045782,2.743002200126648
hateful,orthogonal_matched,30,-0.039943203,0.0015954596,-0.13269055783748626,2.7572173953056334
hateful,orthogonal_matched,31,-0.039943203,0.0015954596,-0.12915906570851804,2.744833469390869
hateful,orthogonal_matched,32,-0.039943203,0.0015954596,-0.16193260438740253,2.806720960140228
hateful,orthogonal_matched,33,-0.039943203,0.0015954596,-0.1756388060748577,2.8510495901107786
hateful,orthogonal_matched,34,-0.039943203,0.0015954596,-0.18869264014065265,2.8754107475280763
hateful,orthogonal_matched,35,-0.039943203,0.0015954596,-0.24124763906002045,2.8889967799186707
hateful,orthogonal_matched,36,-0.039943203,0.0015954596,-0.29460350424051285,2.9137516736984255
hateful,orthogonal_matched,37,-0.039943203,0.0015954596,-0.29209545254707336,2.9321813225746154
hateful,orthogonal_matched,38,-0.039943203,0.0015954596,-0.33458425030112265,2.6816728353500365
hateful,orthogonal_matched,39,-0.039943203,0.0015954596,-5.090626215934753,20.62305383682251
tormented,full,22,-0.15506288,0.024044495,-0.5013423651456833,2.872819948196411
tormented,full,23,-0.15506288,0.024044495,-0.4823172762989998,2.759065639972687
tormented,full,24,-0.15506288,0.024044495,-0.49121509343385694,2.680845785140991
tormented,full,25,-0.15506288,0.024044495,-0.5498276144266129,2.6469411730766295
tormented,full,26,-0.15506288,0.024044495,-0.5295264065265656,2.6033960461616514
tormented,full,27,-0.15506288,0.024044495,-0.5304692417383194,2.5504976868629456
tormented,full,28,-0.15506288,0.024044495,-0.5254994243383407,2.515385115146637
tormented,full,29,-0.15506288,0.024044495,-0.5397538155317306,2.468706715106964
tormented,full,30,-0.15506288,0.024044495,-0.5740148454904557,2.470050537586212
tormented,full,31,-0.15506288,0.024044495,-0.586744450032711,2.449661111831665
tormented,full,32,-0.15506288,0.024044495,-0.6372302114963532,2.5068995475769045
tormented,full,33,-0.15506288,0.024044495,-0.6727826118469238,2.5444705486297607
tormented,full,34,-0.15506288,0.024044495,-0.6862822860479355,2.6474945187568664
tormented,full,35,-0.15506288,0.024044495,-0.7649899899959565,2.7654906511306763
tormented,full,36,-0.15506288,0.024044495,-0.8389121025800705,2.7732125997543333
tormented,full,37,-0.15506288,0.024044495,-0.9351380795240403,2.894967758655548
tormented,full,38,-0.15506288,0.024044495,-0.8976499050855636,2.603086841106415
tormented,full,39,-0.15506288,0.024044495,-10.158956360816955,21.792082214355467
tormented,orthogonal_matched,22,-0.15506288,0.024044495,-0.049378066416829826,2.831265902519226
tormented,orthogonal_matched,23,-0.15506288,0.024044495,-0.041716225910931826,2.723899853229523
tormented,orthogonal_matched,24,-0.15506288,0.024044495,-0.05621596667915583,2.6435894131660462
tormented,orthogonal_matched,25,-0.15506288,0.024044495,-0.10804587230086327,2.6021400094032288
tormented,orthogonal_matched,26,-0.15506288,0.024044495,-0.09338258150964976,2.559769260883331
tormented,orthogonal_matched,27,-0.15506288,0.024044495,-0.09814029652625322,2.5072797775268554
tormented,orthogonal_matched,28,-0.15506288,0.024044495,-0.09415464885532857,2.4730861306190492
tormented,orthogonal_matched,29,-0.15506288,0.024044495,-0.11114786490797997,2.4264412045478823
tormented,orthogonal_matched,30,-0.15506288,0.024044495,-0.13160221967846156,2.421112048625946
tormented,orthogonal_matched,31,-0.15506288,0.024044495,-0.1460765205323696,2.406990718841553
tormented,orthogonal_matched,32,-0.15506288,0.024044495,-0.17674975134432316,2.456903111934662
tormented,orthogonal_matched,33,-0.15506288,0.024044495,-0.19683844596147537,2.4876817584037783
tormented,orthogonal_matched,34,-0.15506288,0.024044495,-0.20714326649904252,2.5959582567214965
tormented,orthogonal_matched,35,-0.15506288,0.024044495,-0.26220734119415284,2.7073716521263123
tormented,orthogonal_matched,36,-0.15506288,0.024044495,-0.32916178107261657,2.719934713840485
tormented,orthogonal_matched,37,-0.15506288,0.024044495,-0.34779715463519095,2.8237196087837217
tormented,orthogonal_matched,38,-0.15506288,0.024044495,-0.307210186868906,2.534714365005493
tormented,orthogonal_matched,39,-0.15506288,0.024044495,-5.303583180904388,20.79817314147949
upset,full,22,-0.044442054,0.0019750958,-0.14083945527672767,3.3801132917404173
upset,full,23,-0.044442054,0.0019750958,-0.11317771933972835,3.201741707324982
upset,full,24,-0.044442054,0.0019750958,-0.1329362489283085,3.0995751857757567
upset,full,25,-0.044442054,0.0019750958,-0.15598960518836974,3.0347185730934143
upset,full,26,-0.044442054,0.0019750958,-0.178872549533844,2.9622069001197815
upset,full,27,-0.044442054,0.0019750958,-0.1660982549190521,2.886341595649719
upset,full,28,-0.044442054,0.0019750958,-0.16020929776132106,2.821246349811554
upset,full,29,-0.044442054,0.0019750958,-0.1568921238183975,2.7536065101623537
upset,full,30,-0.044442054,0.0019750958,-0.15493160896003247,2.745889127254486
upset,full,31,-0.044442054,0.0019750958,-0.16340715177357196,2.716242325305939
upset,full,32,-0.044442054,0.0019750958,-0.16064681112766266,2.7336785078048704
upset,full,33,-0.044442054,0.0019750958,-0.15235106479376553,2.6905445098876952
upset,full,34,-0.044442054,0.0019750958,-0.17762775346636772,2.706447160243988
upset,full,35,-0.044442054,0.0019750958,-0.1939642634242773,2.6613309025764464
upset,full,36,-0.044442054,0.0019750958,-0.24796978235244752,2.647952914237976
upset,full,37,-0.044442054,0.0019750958,-0.29802068546414373,2.6316192150115967
upset,full,38,-0.044442054,0.0019750958,-0.26785669028759,2.3271973609924315
upset,full,39,-0.044442054,0.0019750958,1.1262230165302753,18.203220081329345
upset,orthogonal_matched,22,-0.044442054,0.0019750958,0.013955950527451933,3.3774884819984434
upset,orthogonal_matched,23,-0.044442054,0.0019750958,0.03803212670609355,3.2002649188041685
upset,orthogonal_matched,24,-0.044442054,0.0019750958,0.016415599500760436,3.097427415847778
upset,orthogonal_matched,25,-0.044442054,0.0019750958,-0.0037658221554011106,3.031736660003662
upset,orthogonal_matched,26,-0.044442054,0.0019750958,-0.028475428686942906,2.958089792728424
upset,orthogonal_matched,27,-0.044442054,0.0019750958,-0.017071658466011285,2.8825183749198913
upset,orthogonal_matched,28,-0.044442054,0.0019750958,-0.011583424406126142,2.8175532698631285
upset,orthogonal_matched,29,-0.044442054,0.0019750958,-0.009496073238551617,2.7503054976463317
upset,orthogonal_matched,30,-0.044442054,0.0019750958,-0.0020792223629541697,2.7420430183410645
upset,orthogonal_matched,31,-0.044442054,0.0019750958,-0.0111238076351583,2.7130078077316284
upset,orthogonal_matched,32,-0.044442054,0.0019750958,-0.0016878855880349875,2.730446970462799
upset,orthogonal_matched,33,-0.044442054,0.0019750958,0.012336222035810352,2.6862057566642763
upset,orthogonal_matched,34,-0.044442054,0.0019750958,-0.012315181363373996,2.703945243358612
upset,orthogonal_matched,35,-0.044442054,0.0019750958,-0.02071980368345976,2.6541504740715025
upset,orthogonal_matched,36,-0.044442054,0.0019750958,-0.07337936419062316,2.641032576560974
upset,orthogonal_matched,37,-0.044442054,0.0019750958,-0.0984118296764791,2.62335844039917
upset,orthogonal_matched,38,-0.044442054,0.0019750958,-0.06416458152234554,2.3174500465393066
upset,orthogonal_matched,39,-0.044442054,0.0019750958,2.81626033782959,18.28192572593689
